shipment_id,order_id,order_date,shipping_date,mode_id,region_id,scheduled_days,real_days,delay_days,is_late,is_on_time,sales,delivery_status
126249,50525,2017-01-07,2017-01-13,4,6,4,6,2,1,0,249.9,Late delivery
126246,50523,2017-01-07,2017-01-11,4,6,4,4,0,0,1,49.98,Shipping on time
126238,50521,2017-01-07,2017-01-09,4,6,4,2,0,0,1,249.9,Advance shipping
126233,50518,2017-01-07,2017-01-11,4,3,4,4,0,0,1,199.92,Shipping on time
126232,50518,2017-01-07,2017-01-11,4,3,4,4,0,0,1,149.94,Shipping on time
126227,50515,2017-01-07,2017-01-13,3,3,2,6,4,1,0,199.92,Late delivery
126222,50513,2017-01-07,2017-01-11,4,3,4,4,0,0,1,49.98,Shipping on time
126219,50513,2017-01-07,2017-01-11,4,3,4,4,0,0,1,149.94,Shipping on time
126186,50500,2017-01-07,2017-01-09,1,18,1,2,1,0,1,149.94,Shipping canceled
126185,50499,2017-01-07,2017-01-12,4,18,4,5,1,1,0,199.92,Late delivery
126179,50497,2017-01-07,2017-01-10,4,6,4,3,0,0,1,199.92,Advance shipping
126143,50484,2017-01-06,2017-01-08,1,18,1,2,1,0,1,149.94,Shipping canceled
126130,50478,2017-01-06,2017-01-10,4,18,4,4,0,0,1,99.96,Shipping on time
126093,50464,2017-01-06,2017-01-11,3,18,2,5,3,1,0,149.94,Late delivery
126090,50463,2017-01-06,2017-01-10,3,1,2,4,2,1,0,149.94,Late delivery
126070,50453,2017-01-06,2017-01-10,4,18,4,4,0,0,1,149.94,Shipping on time
126067,50452,2017-01-06,2017-01-08,1,18,1,2,1,1,0,49.98,Late delivery
126061,50450,2017-01-06,2017-01-12,3,18,2,6,4,1,0,199.92,Late delivery
126054,50446,2017-01-06,2017-01-08,4,2,4,2,0,0,1,99.96,Advance shipping
126053,50446,2017-01-06,2017-01-08,4,2,4,2,0,0,1,49.98,Advance shipping
126044,50442,2017-01-06,2017-01-09,4,5,4,3,0,0,1,249.9,Advance shipping
126042,50440,2017-01-06,2017-01-08,1,13,1,2,1,1,0,99.96,Late delivery
126028,50437,2017-01-06,2017-01-09,4,3,4,3,0,0,1,199.92,Advance shipping
126025,50436,2017-01-06,2017-01-08,1,18,1,2,1,1,0,149.94,Late delivery
126011,50431,2017-01-06,2017-01-08,4,6,4,2,0,0,1,199.92,Advance shipping
126001,50428,2017-01-06,2017-01-10,4,19,4,4,0,0,1,49.98,Shipping on time
125999,50427,2017-01-06,2017-01-09,4,13,4,3,0,0,1,249.9,Advance shipping
125970,50416,2017-01-05,2017-01-06,2,7,0,1,1,1,0,99.96,Late delivery
125959,50410,2017-01-05,2017-01-11,4,6,4,6,2,1,0,99.96,Late delivery
125957,50408,2017-01-05,2017-01-09,4,18,4,4,0,0,1,149.94,Shipping on time
125955,50408,2017-01-05,2017-01-09,4,18,4,4,0,0,1,149.94,Shipping on time
125944,50405,2017-01-05,2017-01-11,4,5,4,6,2,1,0,249.9,Late delivery
125941,50402,2017-01-05,2017-01-08,3,1,2,3,1,1,0,149.94,Late delivery
125929,50398,2017-01-05,2017-01-09,4,6,4,4,0,0,1,99.96,Shipping on time
125918,50393,2017-01-05,2017-01-06,2,4,0,1,1,1,0,49.98,Late delivery
125917,50393,2017-01-05,2017-01-06,2,4,0,1,1,1,0,99.96,Late delivery
125900,50384,2017-01-05,2017-01-10,4,5,4,5,1,1,0,199.92,Late delivery
125893,50381,2017-01-05,2017-01-07,4,16,4,2,0,0,1,149.94,Advance shipping
125890,50380,2017-01-05,2017-01-11,3,16,2,6,4,1,0,249.9,Late delivery
125864,50369,2017-01-05,2017-01-10,4,6,4,5,1,1,0,199.92,Late delivery
125863,50369,2017-01-05,2017-01-10,4,6,4,5,1,1,0,149.94,Late delivery
125857,50365,2017-01-05,2017-01-11,4,5,4,6,2,1,0,199.92,Late delivery
125856,50365,2017-01-05,2017-01-11,4,5,4,6,2,1,0,49.98,Late delivery
125851,50364,2017-01-05,2017-01-10,4,5,4,5,1,1,0,249.9,Late delivery
125848,50362,2017-01-05,2017-01-08,4,5,4,3,0,0,1,149.94,Advance shipping
125828,50354,2017-01-05,2017-01-07,1,6,1,2,1,1,0,99.96,Late delivery
125819,50351,2017-01-04,2017-01-06,4,1,4,2,0,0,1,99.96,Advance shipping
125773,50335,2017-01-04,2017-01-10,4,18,4,6,2,1,0,149.94,Late delivery
125755,50327,2017-01-04,2017-01-07,3,18,2,3,1,1,0,199.92,Late delivery
125751,50326,2017-01-04,2017-01-06,4,3,4,2,0,0,1,249.9,Advance shipping
125742,50320,2017-01-04,2017-01-10,4,18,4,6,2,1,0,49.98,Late delivery
125725,50312,2017-01-04,2017-01-07,3,6,2,3,1,1,0,249.9,Late delivery
125722,50311,2017-01-04,2017-01-06,4,6,4,2,0,0,1,149.94,Shipping canceled
125716,50308,2017-01-04,2017-01-08,4,18,4,4,0,0,1,99.96,Shipping on time
125714,50308,2017-01-04,2017-01-08,4,18,4,4,0,0,1,49.98,Shipping on time
125711,50307,2017-01-04,2017-01-07,4,18,4,3,0,0,1,199.92,Advance shipping
125705,50306,2017-01-04,2017-01-06,4,3,4,2,0,0,1,199.92,Advance shipping
125703,50304,2017-01-04,2017-01-09,4,4,4,5,1,1,0,49.98,Late delivery
125699,50301,2017-01-04,2017-01-04,2,19,0,0,0,0,1,199.92,Shipping on time
125674,50290,2017-01-04,2017-01-10,4,3,4,6,2,1,0,149.94,Late delivery
125657,50281,2017-01-03,2017-01-05,3,18,2,2,0,0,1,149.94,Shipping on time
125650,50276,2017-01-03,2017-01-05,3,19,2,2,0,0,1,149.94,Shipping canceled
125645,50275,2017-01-03,2017-01-09,3,18,2,6,4,1,0,49.98,Late delivery
125639,50272,2017-01-03,2017-01-06,4,16,4,3,0,0,1,49.98,Advance shipping
125635,50270,2017-01-03,2017-01-09,4,18,4,6,2,1,0,249.9,Late delivery
125630,50268,2017-01-03,2017-01-07,4,18,4,4,0,0,1,249.9,Shipping on time
125628,50268,2017-01-03,2017-01-07,4,18,4,4,0,0,1,49.98,Shipping on time
125623,50264,2017-01-03,2017-01-08,4,18,4,5,1,1,0,199.92,Late delivery
125607,50253,2017-01-03,2017-01-07,3,3,2,4,2,1,0,199.92,Late delivery
125598,50250,2017-01-03,2017-01-09,4,3,4,6,2,1,0,49.98,Late delivery
125597,50250,2017-01-03,2017-01-09,4,3,4,6,2,1,0,149.94,Late delivery
125589,50245,2017-01-03,2017-01-03,2,18,0,0,0,0,1,199.92,Shipping on time
125587,50244,2017-01-03,2017-01-03,2,5,0,0,0,0,1,149.94,Shipping on time
125586,50243,2017-01-03,2017-01-07,4,3,4,4,0,0,1,49.98,Shipping on time
125583,50243,2017-01-03,2017-01-07,4,3,4,4,0,0,1,149.94,Shipping on time
125579,50242,2017-01-03,2017-01-06,4,16,4,3,0,0,1,99.96,Advance shipping
125571,50237,2017-01-03,2017-01-05,1,3,1,2,1,1,0,49.98,Late delivery
125569,50237,2017-01-03,2017-01-05,1,3,1,2,1,1,0,49.98,Late delivery
125562,50234,2017-01-03,2017-01-08,4,2,4,5,1,1,0,249.9,Late delivery
125561,50234,2017-01-03,2017-01-08,4,2,4,5,1,1,0,199.92,Late delivery
125541,50229,2017-01-03,2017-01-08,3,5,2,5,3,1,0,49.98,Late delivery
125540,50228,2017-01-03,2017-01-07,3,18,2,4,2,1,0,249.9,Late delivery
125530,50225,2017-01-03,2017-01-09,3,18,2,6,4,1,0,49.98,Late delivery
125522,50220,2017-01-03,2017-01-09,4,9,4,6,2,1,0,99.96,Late delivery
125513,50217,2017-01-03,2017-01-06,3,16,2,3,1,1,0,199.92,Late delivery
125499,50209,2017-01-02,2017-01-07,4,5,4,5,1,1,0,49.98,Late delivery
125450,50192,2017-01-02,2017-01-04,1,4,1,2,1,1,0,249.9,Late delivery
125440,50188,2017-01-02,2017-01-06,4,4,4,4,0,0,1,149.94,Shipping on time
125433,50184,2017-01-02,2017-01-07,4,5,4,5,1,1,0,99.96,Late delivery
125426,50180,2017-01-02,2017-01-08,4,4,4,6,2,1,0,149.94,Late delivery
125424,50180,2017-01-02,2017-01-08,4,4,4,6,2,1,0,199.92,Late delivery
125422,50177,2017-01-02,2017-01-05,4,2,4,3,0,0,1,49.98,Advance shipping
125393,50167,2017-01-02,2017-01-05,4,5,4,3,0,0,1,199.92,Advance shipping
125387,50166,2017-01-02,2017-01-04,4,5,4,2,0,0,1,99.96,Advance shipping
125369,50159,2017-01-02,2017-01-07,4,6,4,5,1,1,0,49.98,Late delivery
125348,50147,2017-01-02,2017-01-05,4,3,4,3,0,0,1,199.92,Advance shipping
125346,50146,2017-01-02,2017-01-04,1,3,1,2,1,1,0,49.98,Late delivery
125319,50138,2017-01-01,2017-01-05,3,18,2,4,2,1,0,249.9,Late delivery
125300,50127,2017-01-01,2017-01-03,1,2,1,2,1,1,0,199.92,Late delivery
125290,50122,2017-01-01,2017-01-04,3,2,2,3,1,1,0,99.96,Late delivery
125287,50122,2017-01-01,2017-01-04,3,2,2,3,1,1,0,199.92,Late delivery
125286,50122,2017-01-01,2017-01-04,3,2,2,3,1,1,0,249.9,Late delivery
125283,50118,2017-01-01,2017-01-05,4,3,4,4,0,0,1,99.96,Shipping on time
125270,50112,2017-01-01,2017-01-04,3,6,2,3,1,1,0,249.9,Late delivery
125250,50101,2017-01-01,2017-01-03,4,18,4,2,0,0,1,49.98,Advance shipping
125244,50096,2017-01-01,2017-01-03,4,6,4,2,0,0,1,149.94,Advance shipping
125237,50095,2017-01-01,2017-01-03,1,6,1,2,1,1,0,99.96,Late delivery
125231,50091,2017-01-01,2017-01-03,4,18,4,2,0,0,1,249.9,Advance shipping
125220,50088,2017-01-01,2017-01-05,4,18,4,4,0,0,1,99.96,Shipping on time
125203,50079,2017-01-01,2017-01-06,3,6,2,5,3,1,0,99.96,Late delivery
125176,50068,2016-12-31,2017-01-04,4,2,4,4,0,0,1,149.94,Shipping on time
125169,50066,2016-12-31,2017-01-02,3,5,2,2,0,0,1,199.92,Shipping on time
125168,50063,2016-12-31,2017-01-04,3,18,2,4,2,1,0,99.96,Late delivery
125153,50060,2016-12-31,2017-01-02,1,3,1,2,1,1,0,49.98,Late delivery
125131,50053,2016-12-31,2017-01-04,4,18,4,4,0,0,1,149.94,Shipping on time
125128,50053,2016-12-31,2017-01-04,4,18,4,4,0,0,1,99.96,Shipping on time
125122,50051,2016-12-31,2017-01-02,4,18,4,2,0,0,1,249.9,Advance shipping
125116,50047,2016-12-31,2017-01-03,4,18,4,3,0,0,1,49.98,Advance shipping
125113,50047,2016-12-31,2017-01-03,4,18,4,3,0,0,1,249.9,Advance shipping
125109,50045,2016-12-31,2017-01-06,4,5,4,6,2,1,0,49.98,Late delivery
125104,50044,2016-12-31,2017-01-05,4,16,4,5,1,0,1,149.94,Shipping canceled
125102,50042,2016-12-31,2017-01-03,4,16,4,3,0,0,1,49.98,Advance shipping
125100,50042,2016-12-31,2017-01-03,4,16,4,3,0,0,1,99.96,Advance shipping
125095,50039,2016-12-31,2017-01-05,4,18,4,5,1,1,0,199.92,Late delivery
125091,50038,2016-12-31,2017-01-04,4,18,4,4,0,0,1,249.9,Shipping on time
125081,50036,2016-12-31,2017-01-02,4,5,4,2,0,0,1,249.9,Advance shipping
125080,50034,2016-12-31,2017-01-02,1,2,1,2,1,1,0,199.92,Late delivery
125072,50032,2016-12-31,2017-01-03,4,5,4,3,0,0,1,99.96,Advance shipping
125068,50029,2016-12-31,2017-01-05,4,18,4,5,1,1,0,199.92,Late delivery
125036,50010,2016-12-31,2017-01-02,1,19,1,2,1,1,0,99.96,Late delivery
125030,50007,2016-12-30,2017-01-02,3,5,2,3,1,1,0,249.9,Late delivery
125026,50006,2016-12-30,2017-01-01,3,16,2,2,0,0,1,149.94,Shipping on time
125022,50004,2016-12-30,2017-01-01,1,6,1,2,1,1,0,99.96,Late delivery
125020,50003,2016-12-30,2017-01-01,1,3,1,2,1,1,0,199.92,Late delivery
125019,50003,2016-12-30,2017-01-01,1,3,1,2,1,1,0,249.9,Late delivery
125014,50001,2016-12-30,2017-01-01,4,2,4,2,0,0,1,49.98,Advance shipping
125008,50000,2016-12-30,2017-01-05,4,4,4,6,2,1,0,149.94,Late delivery
124995,49997,2016-12-30,2017-01-02,3,5,2,3,1,1,0,49.98,Late delivery
124989,49995,2016-12-30,2017-01-05,3,5,2,6,4,1,0,49.98,Late delivery
124974,49989,2016-12-30,2017-01-04,4,5,4,5,1,1,0,99.96,Late delivery
124971,49989,2016-12-30,2017-01-04,4,5,4,5,1,1,0,249.9,Late delivery
124955,49982,2016-12-30,2017-01-02,4,5,4,3,0,0,1,249.9,Advance shipping
124935,49976,2016-12-30,2017-01-01,1,5,1,2,1,1,0,49.98,Late delivery
124927,49973,2016-12-30,2017-01-03,4,6,4,4,0,0,1,49.98,Shipping on time
124919,49970,2016-12-30,2017-01-01,1,6,1,2,1,1,0,249.9,Late delivery
124903,49960,2016-12-30,2016-12-30,2,6,0,0,0,0,1,199.92,Shipping on time
124902,49959,2016-12-30,2017-01-04,4,18,4,5,1,1,0,199.92,Late delivery
124895,49956,2016-12-30,2017-01-01,4,6,4,2,0,0,1,99.96,Advance shipping
124882,49950,2016-12-30,2017-01-05,4,3,4,6,2,1,0,99.96,Late delivery
124874,49948,2016-12-30,2017-01-03,4,3,4,4,0,0,1,99.96,Shipping on time
124851,49941,2016-12-30,2017-01-01,3,16,2,2,0,0,1,249.9,Shipping on time
124836,49933,2016-12-29,2017-01-02,3,13,2,4,2,1,0,149.94,Late delivery
124833,49932,2016-12-29,2016-12-31,1,5,1,2,1,1,0,149.94,Late delivery
124829,49931,2016-12-29,2016-12-30,2,18,0,1,1,1,0,149.94,Late delivery
124827,49930,2016-12-29,2016-12-30,2,6,0,1,1,1,0,49.98,Late delivery
124826,49929,2016-12-29,2016-12-30,2,6,0,1,1,1,0,199.92,Late delivery
124819,49927,2016-12-29,2016-12-31,1,19,1,2,1,1,0,199.92,Late delivery
124816,49926,2016-12-29,2016-12-31,1,19,1,2,1,1,0,99.96,Late delivery
124783,49913,2016-12-29,2017-01-02,4,6,4,4,0,0,1,199.92,Shipping on time
124780,49912,2016-12-29,2017-01-01,4,6,4,3,0,0,1,249.9,Advance shipping
124767,49898,2016-12-29,2016-12-29,2,1,0,0,0,0,1,99.96,Shipping on time
124765,49896,2016-12-29,2016-12-31,4,1,4,2,0,0,1,149.94,Advance shipping
124763,49896,2016-12-29,2016-12-31,4,1,4,2,0,0,1,249.9,Advance shipping
124762,49896,2016-12-29,2016-12-31,4,1,4,2,0,0,1,199.92,Advance shipping
124738,49888,2016-12-29,2017-01-02,4,18,4,4,0,0,1,99.96,Shipping on time
124729,49885,2016-12-29,2017-01-04,4,1,4,6,2,1,0,199.92,Late delivery
124717,49880,2016-12-29,2017-01-04,3,3,2,6,4,1,0,149.94,Late delivery
124716,49880,2016-12-29,2017-01-04,3,3,2,6,4,1,0,149.94,Late delivery
124713,49878,2016-12-29,2017-01-02,4,6,4,4,0,0,1,199.92,Shipping on time
124712,49878,2016-12-29,2017-01-02,4,6,4,4,0,0,1,49.98,Shipping on time
124696,49871,2016-12-28,2016-12-30,4,18,4,2,0,0,1,49.98,Advance shipping
124679,49862,2016-12-28,2016-12-30,1,18,1,2,1,1,0,49.98,Late delivery
124677,49862,2016-12-28,2016-12-30,1,18,1,2,1,1,0,199.92,Late delivery
124675,49861,2016-12-28,2016-12-30,1,18,1,2,1,1,0,149.94,Late delivery
124670,49859,2016-12-28,2017-01-02,4,3,4,5,1,1,0,149.94,Late delivery
124663,49857,2016-12-28,2016-12-31,4,3,4,3,0,0,1,149.94,Advance shipping
124658,49856,2016-12-28,2016-12-30,4,3,4,2,0,0,1,99.96,Advance shipping
124639,49850,2016-12-28,2017-01-03,4,4,4,6,2,1,0,99.96,Late delivery
124634,49849,2016-12-28,2017-01-02,3,4,2,5,3,1,0,99.96,Late delivery
124632,49848,2016-12-28,2017-01-01,4,4,4,4,0,0,1,199.92,Shipping on time
124630,49848,2016-12-28,2017-01-01,4,4,4,4,0,0,1,249.9,Shipping on time
124603,49838,2016-12-28,2017-01-01,4,18,4,4,0,0,1,249.9,Shipping on time
124600,49837,2016-12-28,2016-12-31,4,18,4,3,0,0,1,249.9,Advance shipping
124595,49836,2016-12-28,2016-12-30,4,18,4,2,0,0,1,199.92,Advance shipping
124588,49834,2016-12-28,2017-01-02,4,3,4,5,1,1,0,199.92,Late delivery
124579,49831,2016-12-28,2016-12-30,1,18,1,2,1,1,0,249.9,Late delivery
124578,49830,2016-12-28,2017-01-03,4,13,4,6,2,1,0,199.92,Late delivery
124575,49829,2016-12-28,2017-01-02,4,13,4,5,1,1,0,249.9,Late delivery
124566,49826,2016-12-28,2016-12-30,4,5,4,2,0,0,1,99.96,Advance shipping
124546,49819,2016-12-28,2017-01-02,4,1,4,5,1,1,0,49.98,Late delivery
124544,49818,2016-12-28,2017-01-01,4,1,4,4,0,0,1,49.98,Shipping on time
124538,49817,2016-12-28,2016-12-31,4,1,4,3,0,0,1,249.9,Advance shipping
124537,49817,2016-12-28,2016-12-31,4,1,4,3,0,0,1,249.9,Advance shipping
124529,49814,2016-12-28,2016-12-30,1,4,1,2,1,1,0,49.98,Late delivery
124528,49814,2016-12-28,2016-12-30,1,4,1,2,1,1,0,199.92,Late delivery
124491,49798,2016-12-27,2016-12-29,1,6,1,2,1,1,0,149.94,Late delivery
124479,49795,2016-12-27,2017-01-02,4,16,4,6,2,1,0,249.9,Late delivery
124475,49794,2016-12-27,2017-01-01,4,16,4,5,1,1,0,199.92,Late delivery
124473,49793,2016-12-27,2016-12-29,1,18,1,2,1,0,1,49.98,Shipping canceled
124465,49790,2016-12-27,2017-01-02,3,1,2,6,4,1,0,149.94,Late delivery
124454,49786,2016-12-27,2016-12-29,1,3,1,2,1,1,0,249.9,Late delivery
124453,49785,2016-12-27,2016-12-29,1,3,1,2,1,1,0,49.98,Late delivery
124449,49784,2016-12-27,2017-01-01,4,3,4,5,1,1,0,99.96,Late delivery
124447,49784,2016-12-27,2017-01-01,4,3,4,5,1,1,0,249.9,Late delivery
124437,49781,2016-12-27,2016-12-29,4,16,4,2,0,0,1,49.98,Advance shipping
124400,49767,2016-12-27,2016-12-30,4,19,4,3,0,0,1,99.96,Advance shipping
124395,49764,2016-12-27,2017-01-01,4,6,4,5,1,1,0,99.96,Late delivery
124391,49762,2016-12-27,2016-12-30,4,6,4,3,0,0,1,249.9,Advance shipping
124384,49759,2016-12-27,2016-12-29,1,18,1,2,1,1,0,249.9,Late delivery
124382,49758,2016-12-27,2016-12-31,4,18,4,4,0,0,1,99.96,Shipping on time
124378,49757,2016-12-27,2016-12-30,4,18,4,3,0,0,1,199.92,Advance shipping
124360,49750,2016-12-27,2016-12-29,1,16,1,2,1,1,0,149.94,Late delivery
124349,49747,2016-12-27,2016-12-30,4,18,4,3,0,0,1,199.92,Advance shipping
124342,49743,2016-12-27,2016-12-29,1,18,1,2,1,1,0,199.92,Late delivery
124331,49740,2016-12-27,2017-01-02,4,18,4,6,2,1,0,199.92,Late delivery
124323,49736,2016-12-27,2016-12-29,1,6,1,2,1,1,0,199.92,Late delivery
124292,49720,2016-12-26,2017-01-01,4,18,4,6,2,0,1,99.96,Shipping canceled
124282,49717,2016-12-26,2016-12-29,3,3,2,3,1,1,0,249.9,Late delivery
124262,49712,2016-12-26,2016-12-27,2,18,0,1,1,1,0,99.96,Late delivery
124260,49711,2016-12-26,2016-12-28,4,18,4,2,0,0,1,199.92,Advance shipping
124255,49709,2016-12-26,2016-12-31,3,4,2,5,3,1,0,249.9,Late delivery
124238,49701,2016-12-26,2016-12-28,1,18,1,2,1,1,0,199.92,Late delivery
124235,49700,2016-12-26,2016-12-28,1,18,1,2,1,1,0,49.98,Late delivery
124228,49696,2016-12-26,2016-12-28,4,18,4,2,0,0,1,49.98,Advance shipping
124215,49691,2016-12-26,2016-12-28,4,16,4,2,0,0,1,49.98,Advance shipping
124203,49687,2016-12-26,2016-12-29,4,2,4,3,0,0,1,249.9,Advance shipping
124186,49679,2016-12-26,2016-12-28,1,16,1,2,1,1,0,149.94,Late delivery
124185,49679,2016-12-26,2016-12-28,1,16,1,2,1,1,0,49.98,Late delivery
124177,49675,2016-12-26,2016-12-28,1,6,1,2,1,0,1,199.92,Shipping canceled
124174,49674,2016-12-26,2016-12-31,4,6,4,5,1,1,0,149.94,Late delivery
124170,49673,2016-12-26,2016-12-30,4,6,4,4,0,0,1,149.94,Shipping on time
124156,49667,2016-12-26,2016-12-29,4,19,4,3,0,0,1,249.9,Advance shipping
124144,49664,2016-12-25,2016-12-30,3,6,2,5,3,1,0,199.92,Late delivery
124139,49661,2016-12-25,2016-12-27,3,18,2,2,0,0,1,149.94,Shipping on time
124137,49661,2016-12-25,2016-12-27,3,18,2,2,0,0,1,199.92,Shipping on time
124125,49655,2016-12-25,2016-12-31,3,4,2,6,4,1,0,199.92,Late delivery
124120,49653,2016-12-25,2016-12-29,3,13,2,4,2,1,0,249.9,Late delivery
124116,49651,2016-12-25,2016-12-27,3,3,2,2,0,0,1,49.98,Shipping on time
124111,49650,2016-12-25,2016-12-31,3,5,2,6,4,1,0,99.96,Late delivery
124110,49649,2016-12-25,2016-12-30,3,5,2,5,3,1,0,199.92,Late delivery
124108,49649,2016-12-25,2016-12-30,3,5,2,5,3,1,0,249.9,Late delivery
124078,49639,2016-12-25,2016-12-26,2,18,0,1,1,1,0,199.92,Late delivery
124058,49632,2016-12-25,2016-12-27,1,13,1,2,1,1,0,49.98,Late delivery
124051,49629,2016-12-25,2016-12-30,4,18,4,5,1,1,0,199.92,Late delivery
124037,49624,2016-12-25,2016-12-30,4,2,4,5,1,1,0,199.92,Late delivery
124027,49621,2016-12-25,2016-12-27,3,18,2,2,0,0,1,199.92,Shipping on time
124025,49621,2016-12-25,2016-12-27,3,18,2,2,0,0,1,149.94,Shipping on time
124016,49615,2016-12-25,2016-12-31,4,1,4,6,2,1,0,49.98,Late delivery
124015,49615,2016-12-25,2016-12-31,4,1,4,6,2,1,0,49.98,Late delivery
124009,49613,2016-12-25,2016-12-29,4,4,4,4,0,0,1,149.94,Shipping on time
123970,49600,2016-12-25,2016-12-31,4,19,4,6,2,1,0,249.9,Late delivery
123958,49597,2016-12-24,2016-12-26,1,1,1,2,1,1,0,149.94,Late delivery
123943,49591,2016-12-24,2016-12-26,3,18,2,2,0,0,1,199.92,Shipping on time
123928,49586,2016-12-24,2016-12-25,2,3,0,1,1,1,0,99.96,Late delivery
123924,49585,2016-12-24,2016-12-30,4,16,4,6,2,1,0,49.98,Late delivery
123922,49583,2016-12-24,2016-12-26,1,6,1,2,1,1,0,249.9,Late delivery
123914,49581,2016-12-24,2016-12-26,3,6,2,2,0,0,1,49.98,Shipping on time
123913,49581,2016-12-24,2016-12-26,3,6,2,2,0,0,1,99.96,Shipping on time
123900,49578,2016-12-24,2016-12-26,1,1,1,2,1,0,1,49.98,Shipping canceled
123897,49576,2016-12-24,2016-12-26,4,18,4,2,0,0,1,199.92,Advance shipping
123896,49576,2016-12-24,2016-12-26,4,18,4,2,0,0,1,249.9,Advance shipping
123893,49575,2016-12-24,2016-12-30,4,18,4,6,2,1,0,99.96,Late delivery
123881,49572,2016-12-24,2016-12-27,4,19,4,3,0,0,1,199.92,Advance shipping
123870,49568,2016-12-24,2016-12-28,3,3,2,4,2,1,0,149.94,Late delivery
123868,49568,2016-12-24,2016-12-28,3,3,2,4,2,1,0,249.9,Late delivery
123864,49567,2016-12-24,2016-12-27,3,5,2,3,1,1,0,49.98,Late delivery
123837,49555,2016-12-24,2016-12-26,1,4,1,2,1,1,0,99.96,Late delivery
123834,49554,2016-12-24,2016-12-29,3,5,2,5,3,1,0,99.96,Late delivery
123823,49549,2016-12-24,2016-12-26,1,6,1,2,1,1,0,149.94,Late delivery
123822,49549,2016-12-24,2016-12-26,1,6,1,2,1,1,0,49.98,Late delivery
123819,49548,2016-12-24,2016-12-28,4,6,4,4,0,0,1,249.9,Shipping on time
123805,49540,2016-12-24,2016-12-30,4,5,4,6,2,0,1,249.9,Shipping canceled
123799,49534,2016-12-24,2016-12-29,3,3,2,5,3,1,0,199.92,Late delivery
123789,49528,2016-12-23,2016-12-27,4,3,4,4,0,0,1,199.92,Shipping on time
123782,49524,2016-12-23,2016-12-28,4,5,4,5,1,1,0,199.92,Late delivery
123776,49522,2016-12-23,2016-12-26,4,18,4,3,0,0,1,249.9,Advance shipping
123775,49522,2016-12-23,2016-12-26,4,18,4,3,0,0,1,149.94,Advance shipping
123772,49521,2016-12-23,2016-12-25,3,18,2,2,0,0,1,249.9,Shipping on time
123768,49520,2016-12-23,2016-12-24,2,18,0,1,1,1,0,249.9,Late delivery
123762,49516,2016-12-23,2016-12-25,4,18,4,2,0,0,1,249.9,Advance shipping
123750,49512,2016-12-23,2016-12-26,3,3,2,3,1,1,0,49.98,Late delivery
123739,49508,2016-12-23,2016-12-27,4,6,4,4,0,0,1,249.9,Shipping on time
123729,49505,2016-12-23,2016-12-29,3,13,2,6,4,1,0,99.96,Late delivery
123717,49498,2016-12-23,2016-12-27,3,16,2,4,2,1,0,99.96,Late delivery
123711,49496,2016-12-23,2016-12-25,3,16,2,2,0,0,1,199.92,Shipping on time
123706,49495,2016-12-23,2016-12-29,3,18,2,6,4,1,0,99.96,Late delivery
123701,49493,2016-12-23,2016-12-27,4,3,4,4,0,0,1,249.9,Shipping on time
123697,49492,2016-12-23,2016-12-26,4,6,4,3,0,0,1,249.9,Advance shipping
123687,49489,2016-12-23,2016-12-28,4,5,4,5,1,1,0,249.9,Late delivery
123683,49486,2016-12-23,2016-12-25,4,18,4,2,0,0,1,49.98,Advance shipping
123674,49483,2016-12-23,2016-12-27,3,2,2,4,2,1,0,149.94,Late delivery
123662,49474,2016-12-23,2016-12-25,1,2,1,2,1,1,0,49.98,Late delivery
123648,49470,2016-12-23,2016-12-29,3,6,2,6,4,1,0,199.92,Late delivery
123638,49466,2016-12-23,2016-12-25,4,2,4,2,0,0,1,99.96,Advance shipping
123637,49466,2016-12-23,2016-12-25,4,2,4,2,0,0,1,49.98,Advance shipping
123621,49460,2016-12-22,2016-12-24,1,18,1,2,1,1,0,49.98,Late delivery
123605,49453,2016-12-22,2016-12-24,1,3,1,2,1,1,0,249.9,Late delivery
123593,49450,2016-12-22,2016-12-24,1,5,1,2,1,1,0,99.96,Late delivery
123575,49442,2016-12-22,2016-12-24,1,2,1,2,1,1,0,49.98,Late delivery
123565,49438,2016-12-22,2016-12-24,1,4,1,2,1,1,0,149.94,Late delivery
123561,49437,2016-12-22,2016-12-23,2,4,0,1,1,1,0,99.96,Late delivery
123551,49429,2016-12-22,2016-12-27,3,18,2,5,3,1,0,199.92,Late delivery
123550,49429,2016-12-22,2016-12-27,3,18,2,5,3,1,0,249.9,Late delivery
123549,49428,2016-12-22,2016-12-26,3,18,2,4,2,1,0,249.9,Late delivery
123540,49423,2016-12-22,2016-12-26,4,18,4,4,0,0,1,249.9,Shipping on time
123523,49416,2016-12-22,2016-12-24,1,3,1,2,1,1,0,99.96,Late delivery
123502,49407,2016-12-22,2016-12-25,4,9,4,3,0,0,1,249.9,Advance shipping
123500,49407,2016-12-22,2016-12-25,4,9,4,3,0,0,1,249.9,Advance shipping
123495,49406,2016-12-22,2016-12-24,4,3,4,2,0,0,1,249.9,Advance shipping
123493,49405,2016-12-22,2016-12-28,4,3,4,6,2,1,0,249.9,Late delivery
123485,49403,2016-12-22,2016-12-26,3,3,2,4,2,1,0,49.98,Late delivery
123476,49401,2016-12-22,2016-12-24,4,6,4,2,0,0,1,149.94,Advance shipping
123474,49400,2016-12-22,2016-12-28,4,6,4,6,2,1,0,49.98,Late delivery
